committee,date,institute,publication_date,document_url,document_title,day_of_year,notes
"Molecular, Cellular and Developmental Neuroscience Integrated Review Group; Biophysics of Neural Systems Study Section.","February 9, 2016.",NIH,2016-01-15,https://www.federalregister.gov/documents/2016/01/15/2016-00648/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,15,
Biological Chemistry and Macromolecular Biophysics Integrated Review Group; Synthetic and Biological Chemistry A Study Section.,"February 9-10, 2016.",NIH,2016-01-15,https://www.federalregister.gov/documents/2016/01/15/2016-00648/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,15,
Center for Scientific Review Special Emphasis Panel; Development and Application of PET and SPECT Imaging Ligands as Biomarkers for Drug Discovery and for Pathophysiological Studies of CNS Disorders (R21).,"February 9, 2016.",NIH,2016-01-15,https://www.federalregister.gov/documents/2016/01/15/2016-00648/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,15,
Center for Scientific Review Special Emphasis Panel; PAR-14- 264 Global âOmicsâ Approaches Targeting Adverse Pregnancy and Neonatal Outcomes Utilizing Existing Cohorts.,"January 25, 2016.",NIH,2016-01-15,https://www.federalregister.gov/documents/2016/01/15/2016-00649/center-for-scientific-review-notice-of-closed-meeting,Center for Scientific Review; Notice of Closed Meeting,15,
Center for Scientific Review Special Emphasis Panel; RFA-15-319 Biomedical and Behavioral Research Innovations to Ensure Equity (BRITE).,"February 3, 2016.",NIH,2016-01-15,https://www.federalregister.gov/documents/2016/01/15/2016-00650/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,15,
Center for Scientific Review Special Emphasis Panel; RFA-15-279 Strategies to Increase Delivery of Guideline-Based Care to Populations with Health Disparities.,"February 3, 2016.",NIH,2016-01-15,https://www.federalregister.gov/documents/2016/01/15/2016-00650/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,15,
Healthcare Delivery and Methodologies Integrated Review Group; Health Disparities and Equity Promotion Study Section.,"February 4-5, 2016.",NIH,2016-01-15,https://www.federalregister.gov/documents/2016/01/15/2016-00650/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,15,
Center for Scientific Review Special Emphasis Panel; Physical Activity and Weight Control Interventions Among Cancer Survivors: Effects on Biomarkers of Prognosis.,"February 4, 2016.",NIH,2016-01-15,https://www.federalregister.gov/documents/2016/01/15/2016-00650/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,15,
Center for Scientific Review Special Emphasis Panel; Academic Research Enhancement Award.,"February 9, 2016.",NIH,2016-01-15,https://www.federalregister.gov/documents/2016/01/15/2016-00650/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,15,
Bioengineering Sciences &amp; Technologies Integrated Review Group; Modeling and Analysis of Biological Systems Study Section.,"February 10-11, 2016.",NIH,2016-01-15,https://www.federalregister.gov/documents/2016/01/15/2016-00650/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,15,
"Digestive, Kidney and Urological Systems Integrated Review Group; Xenobiotic and Nutrient Disposition and Action Study Section.","February 10, 2016.",NIH,2016-01-15,https://www.federalregister.gov/documents/2016/01/15/2016-00650/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,15,
"Digestive, Kidney and Urological Systems Integrated Review Group; Kidney Molecular Biology and Genitourinary Organ Development.","February 10, 2016.",NIH,2016-01-15,https://www.federalregister.gov/documents/2016/01/15/2016-00650/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,15,
Infectious Diseases and Microbiology Integrated Review Group; Vector Biology Study Section.,"February 10, 2016.",NIH,2016-01-15,https://www.federalregister.gov/documents/2016/01/15/2016-00650/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,15,
"Center for Scientific Review Special Emphasis Panel; Musculoskeletal, Oral and Skin Sciences AREA review.","February 10, 2016.",NIH,2016-01-15,https://www.federalregister.gov/documents/2016/01/15/2016-00650/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,15,
Oncology 1-Basic Translational Integrated Review Group; Tumor Cell Biology Study Section.,"February 11-12, 2016.",NIH,2016-01-15,https://www.federalregister.gov/documents/2016/01/15/2016-00650/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,15,
National Institute on Alcohol Abuse and Alcoholism Special Emphasis Panel; NIAAA Pre and Post-Doctoral Fellowship Applications.,"March 30, 2016.",NIAAA,2016-01-15,https://www.federalregister.gov/documents/2016/01/15/2016-00651/national-institute-on-alcohol-abuse-and-alcoholism-notice-of-closed-meeting,National Institute on Alcohol Abuse and Alcoholism; Notice of Closed Meeting,15,
National Institute on Aging Special Emphasis Panel Prevention Trial.,"February 5, 2016.",NIA,2016-01-15,https://www.federalregister.gov/documents/2016/01/15/2016-00652/national-institute-on-aging-notice-of-closed-meeting,National Institute on Aging; Notice of Closed Meeting,15,
National Institute of Environmental Health Sciences Special Emphasis Panel Worker Training Program Ebola Biosafety and Infectious Disease Response Training.,"February 9-10, 2016.",NIEHS,2016-01-19,https://www.federalregister.gov/documents/2016/01/19/2016-00792/national-institute-of-environmental-health-sciences-notice-of-closed-meeting,National Institute of Environmental Health Sciences; Notice of Closed Meeting,19,
"National Institute of Allergy and Infectious Diseases Special Emphasis Panel, National Institute of Allergy and Infectious Diseases Special Emphasis Panel (Teleconference).","February 11, 2016.",NIAID,2016-01-19,https://www.federalregister.gov/documents/2016/01/19/2016-00793/national-institute-of-allergy-and-infectious-diseases-notice-of-closed-meetings,National Institute of Allergy and Infectious Diseases; Notice of Closed Meetings,19,
"National Institute of Allergy and Infectious Diseases Special Emphasis Panel, âNIAID Investigator Initiated Program Project Applications (P01).â","February 12, 2016.",NIAID,2016-01-19,https://www.federalregister.gov/documents/2016/01/19/2016-00793/national-institute-of-allergy-and-infectious-diseases-notice-of-closed-meetings,National Institute of Allergy and Infectious Diseases; Notice of Closed Meetings,19,
Center for Scientific Review Special Emphasis Panel; Member Conflict: Auditory Neuroscience.,"February 2-3, 2016.",NIH,2016-01-19,https://www.federalregister.gov/documents/2016/01/19/2016-00794/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,19,
Healthcare Delivery and Methodologies Integrated Review Group; Biomedical Computing and Health Informatics Study Section.,"February 5, 2016.",NIH,2016-01-19,https://www.federalregister.gov/documents/2016/01/19/2016-00794/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,19,
Bioengineering Sciences &amp; Technologies Integrated Review Group; Instrumentation and Systems Development Study Section.,"February 10-11, 2016.",NIH,2016-01-19,https://www.federalregister.gov/documents/2016/01/19/2016-00794/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,19,
"Surgical Sciences, Biomedical Imaging and Bioengineering Integrated Review Group; Surgery, Anesthesiology and Trauma Study Section.","February 10-11, 2016.",NIH,2016-01-19,https://www.federalregister.gov/documents/2016/01/19/2016-00794/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,19,
"Biobehavioral and Behavioral Processes Integrated Review Group; Motor Function, Speech and Rehabilitation Study Section.","February 11-12, 2016.",NIH,2016-01-19,https://www.federalregister.gov/documents/2016/01/19/2016-00794/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,19,
Center for Scientific Review Special Emphasis Panel; PAR13-213: Outcome Measures for Use in Treatment Trials for Individuals with Intellectual and Developmental Disabilities.,"February 11, 2016.",NIH,2016-01-19,https://www.federalregister.gov/documents/2016/01/19/2016-00794/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,19,
"Risk, Prevention and Health Behavior Integrated Review Group; Social Psychology, Personality and Interpersonal Processes Study Section.","February 11-12, 2016.",NIH,2016-01-19,https://www.federalregister.gov/documents/2016/01/19/2016-00794/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,19,
Center for Scientific Review Special Emphasis Panel; Nursing and Related Clinical Sciences Overflow.,"February 11-12, 2016.",NIH,2016-01-19,https://www.federalregister.gov/documents/2016/01/19/2016-00794/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,19,
Center for Scientific Review Special Emphasis Panel; PAR13-137: Bioengineering Research.,"February 11, 2016.",NIH,2016-01-19,https://www.federalregister.gov/documents/2016/01/19/2016-00794/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,19,
Center for Scientific Review Special Emphasis Panel; Interventions to Prevent and Treat Addictions.,"February 11, 2016.",NIH,2016-01-19,https://www.federalregister.gov/documents/2016/01/19/2016-00794/center-for-scientific-review-notice-of-closed-meetings,Center for Scientific Review; Notice of Closed Meetings,19,
"National Institute on Aging Special Emphasis Panel, Aerobic Exercise Prevention in Alzheimer's Disease.","February 19, 2016.",NIA,2016-01-19,https://www.federalregister.gov/documents/2016/01/19/2016-00795/national-institute-on-aging-notice-of-closed-meeting,National Institute on Aging; Notice of Closed Meeting,19,
National Institute on Aging Special Emphasis Panel; Pepper Centers.,"March 1-2, 2016.",NIA,2016-01-19,https://www.federalregister.gov/documents/2016/01/19/2016-00796/national-institute-on-aging-notice-of-closed-meeting,National Institute on Aging; Notice of Closed Meeting,19,
"National Heart, Lung, and Blood Institute Special Emphasis Panel; Topic 95: Active MRI Transseptal Needle.","February 11, 2016.",NIH,2016-01-19,https://www.federalregister.gov/documents/2016/01/19/2016-00797/national-heart-lung-and-blood-institute-notice-of-closed-meeting,"National Heart, Lung, and Blood Institute; Notice of Closed Meeting",19,
National Institute of Diabetes and Digestive and Kidney Diseases Special Emphasis Panel; DDK-D Member Conflict SEP.,"February 5, 2016.",NIDDKD,2016-01-19,https://www.federalregister.gov/documents/2016/01/19/2016-00798/national-institute-of-diabetes-and-digestive-and-kidney-diseases-notice-of-closed-meetings,National Institute of Diabetes and Digestive and Kidney Diseases; Notice of Closed Meetings,19,
National Institute of Diabetes and Digestive and Kidney Diseases Special Emphasis Panel; NIDDK-KUH-Fellowship Review.,"February 5, 2016.",NIDDKD,2016-01-19,https://www.federalregister.gov/documents/2016/01/19/2016-00798/national-institute-of-diabetes-and-digestive-and-kidney-diseases-notice-of-closed-meetings,National Institute of Diabetes and Digestive and Kidney Diseases; Notice of Closed Meetings,19,
National Institute of Diabetes and Digestive and Kidney Diseases Special Emphasis Panel; M4 Review: R24 Telephone Review.,"February 24, 2016.",NIDDKD,2016-01-19,https://www.federalregister.gov/documents/2016/01/19/2016-00798/national-institute-of-diabetes-and-digestive-and-kidney-diseases-notice-of-closed-meetings,National Institute of Diabetes and Digestive and Kidney Diseases; Notice of Closed Meetings,19,
"National Center for Advancing Translational Sciences Special Emphasis Panel, CTSA Review.","February 10-11, 2016.",NIH,2016-01-19,https://www.federalregister.gov/documents/2016/01/19/2016-00799/national-center-for-advancing-translational-sciences-notice-of-closed-meeting,National Center for Advancing Translational Sciences; Notice of Closed Meeting,19,
